Sentence,Intent
what month this is,MonthQuery
month plz,MonthQuery
current month,MonthQuery
Do you know month,MonthQuery
Is this Feb,MonthQuery
Is this January,MonthQuery
Fetch me the month,MonthQuery
Tell me what month this is,MonthQuery
what month please,MonthQuery
Do you know what month this is,MonthQuery
I am going next month,MonthQuery
next month will be very,MonthQuery
yes tell me the month,MonthQuery
I wan to know what is the month,MonthQuery
last month I was not availble,MonthQuery
Get me the month,MonthQuery
what is the current month,MonthQuery
can u tell me the month,MonthQuery
can you tell me the month,MonthQuery
do u know the month,MonthQuery
month please,MonthQuery
what month this is,MonthQuery
which month this is,MonthQuery
do you know the month,MonthQuery
Please get me the month,MonthQuery
what month this is,MonthQuery
month plz,MonthQuery
current month,MonthQuery
Do you know month,MonthQuery
Is this Feb,MonthQuery
Is this January,MonthQuery
Fetch me the month,MonthQuery
Tell me what month this is,MonthQuery
what month please,MonthQuery
Do you know what month this is,MonthQuery
I am going next month,MonthQuery
next month will be very,MonthQuery
yes tell me the month,MonthQuery
I wan to know what is the month,MonthQuery
last month I was not availble,MonthQuery
Get me the month,MonthQuery
what is the current month,MonthQuery
can u tell me the month,MonthQuery
can you tell me the month,MonthQuery
do u know the month,MonthQuery
month please,MonthQuery
what month this is,MonthQuery
which month this is,MonthQuery
do you know the month,MonthQuery
Please get me the month,MonthQuery
what month this is,MonthQuery
month plz,MonthQuery
current month,MonthQuery
Do you know month,MonthQuery
Is this Feb,MonthQuery
Is this January,MonthQuery
Fetch me the month,MonthQuery
Tell me what month this is,MonthQuery
what month please,MonthQuery
Do you know what month this is,MonthQuery
I am going next month,MonthQuery
next month will be very,MonthQuery
yes tell me the month,MonthQuery
I wan to know what is the month,MonthQuery
last month I was not availble,MonthQuery
Get me the month,MonthQuery
what is the current month,MonthQuery
can u tell me the month,MonthQuery
can you tell me the month,MonthQuery
do u know the month,MonthQuery
month please,MonthQuery
what month this is,MonthQuery
which month this is,MonthQuery
do you know the month,MonthQuery
Please get me the month,MonthQuery
what month this is,MonthQuery
month plz,MonthQuery
current month,MonthQuery
Do you know month,MonthQuery
Is this Feb,MonthQuery
Is this January,MonthQuery
Fetch me the month,MonthQuery
Tell me what month this is,MonthQuery
what month please,MonthQuery
Do you know what month this is,MonthQuery
I am going next month,MonthQuery
next month will be very,MonthQuery
yes tell me the month,MonthQuery
I wan to know what is the month,MonthQuery
last month I was not availble,MonthQuery
Get me the month,MonthQuery
Is this Feb,MonthQuery
Is this January,MonthQuery
Fetch me the month,MonthQuery
Tell me what month this is,MonthQuery
what month please,MonthQuery
Do you know what month this is,MonthQuery
I am going next month,MonthQuery
next month will be very,MonthQuery
yes tell me the month,MonthQuery
I wan to know what is the month,MonthQuery
last month I was not availble,MonthQuery
Get me the month,MonthQuery
plz tell me the day,DayQuery
is the Monday,DayQuery
is the Monday,DayQuery
is the Tue,DayQuery
is the Wed,DayQuery
is the Thursday,DayQuery
is the Friday,DayQuery
is the Sat,DayQuery
is the Sun,DayQuery
plese get me the day,DayQuery
please tell me the what day it is,DayQuery
What day is today,DayQuery
today is ?,DayQuery
Tell me the day,DayQuery
day please,DayQuery
what day is this,DayQuery
wht day it it,DayQuery
Do you know what day it is now?,DayQuery
What day it is,DayQuery
let me know the day,DayQuery
current day,DayQuery
Do you know the day,DayQuery
get me the day plz,DayQuery
can you tell me the day,DayQuery
plz tell me the day,DayQuery
is the Monday,DayQuery
is the Monday,DayQuery
is the Tue,DayQuery
is the Wed,DayQuery
is the Thursday,DayQuery
is the Friday,DayQuery
is the Sat,DayQuery
is the Sun,DayQuery
plese get me the day,DayQuery
please tell me the what day it is,DayQuery
What day is today,DayQuery
today is ?,DayQuery
Tell me the day,DayQuery
day please,DayQuery
what day is this,DayQuery
wht day it it,DayQuery
Do you know what day it is now?,DayQuery
What day it is,DayQuery
let me know the day,DayQuery
current day,DayQuery
Do you know the day,DayQuery
get me the day plz,DayQuery
can you tell me the day,DayQuery
plz tell me the day,DayQuery
is the Monday,DayQuery
is the Monday,DayQuery
is the Tue,DayQuery
is the Wed,DayQuery
is the Thursday,DayQuery
is the Friday,DayQuery
is the Sat,DayQuery
is the Sun,DayQuery
plese get me the day,DayQuery
please tell me the what day it is,DayQuery
What day is today,DayQuery
today is ?,DayQuery
Tell me the day,DayQuery
day please,DayQuery
what day is this,DayQuery
wht day it it,DayQuery
Do you know what day it is now?,DayQuery
What day it is,DayQuery
let me know the day,DayQuery
current day,DayQuery
Do you know the day,DayQuery
get me the day plz,DayQuery
can you tell me the day,DayQuery
plz tell me the day,DayQuery
is the Monday,DayQuery
is the Monday,DayQuery
is the Tue,DayQuery
is the Wed,DayQuery
is the Thursday,DayQuery
is the Friday,DayQuery
is the Sat,DayQuery
is the Sun,DayQuery
plese get me the day,DayQuery
please tell me the what day it is,DayQuery
What day is today,DayQuery
today is ?,DayQuery
Tell me the day,DayQuery
day please,DayQuery
what day is this,DayQuery
wht day it it,DayQuery
Do you know what day it is now?,DayQuery
What day it is,DayQuery
let me know the day,DayQuery
current day,DayQuery
Do you know the day,DayQuery
get me the day plz,DayQuery
can you tell me the day,DayQuery
plz tell me the day,DayQuery
is the Monday,DayQuery
is the Monday,DayQuery
is the Tue,DayQuery
is the Wed,DayQuery
is the Thursday,DayQuery
is the Friday,DayQuery
is the Sat,DayQuery
is the Sun,DayQuery
plese get me the day,DayQuery
please tell me the what day it is,DayQuery
What day is today,DayQuery
today is ?,DayQuery
Tell me the day,DayQuery
day please,DayQuery
what day is this,DayQuery
wht day it it,DayQuery
Do you know what day it is now?,DayQuery
What day it is,DayQuery
let me know the day,DayQuery
current day,DayQuery
Do you know the day,DayQuery
get me the day plz,DayQuery
can you tell me the day,DayQuery
plz tell me the day,DayQuery
is the Monday,DayQuery
is the Monday,DayQuery
is the Tue,DayQuery
is the Wed,DayQuery
is the Thursday,DayQuery
is the Friday,DayQuery
is the Sat,DayQuery
is the Sun,DayQuery
plese get me the day,DayQuery
please tell me the what day it is,DayQuery
What day is today,DayQuery
today is ?,DayQuery
Tell me the day,DayQuery
day please,DayQuery
what day is this,DayQuery
wht day it it,DayQuery
Do you know what day it is now?,DayQuery
What day it is,DayQuery
let me know the day,DayQuery
current day,DayQuery
Do you know the day,DayQuery
get me the day plz,DayQuery
can you tell me the day,DayQuery
plz tell me the day,DayQuery
is the Monday,DayQuery
is the Monday,DayQuery
is the Tue,DayQuery
is the Wed,DayQuery
is the Thursday,DayQuery
is the Friday,DayQuery
is the Sat,DayQuery
is the Sun,DayQuery
plese get me the day,DayQuery
please tell me the what day it is,DayQuery
What day is today,DayQuery
today is ?,DayQuery
Tell me the day,DayQuery
day please,DayQuery
what day is this,DayQuery
wht day it it,DayQuery
Do you know what day it is now?,DayQuery
What day it is,DayQuery
let me know the day,DayQuery
current day,DayQuery
Do you know the day,DayQuery
get me the day plz,DayQuery
can you tell me the day,DayQuery
plz tell me the day,DayQuery
is the Monday,DayQuery
is the Monday,DayQuery
is the Tue,DayQuery
is the Wed,DayQuery
is the Thursday,DayQuery
is the Friday,DayQuery
is the Sat,DayQuery
is the Sun,DayQuery
plese get me the day,DayQuery
please tell me the what day it is,DayQuery
What day is today,DayQuery
today is ?,DayQuery
Tell me the day,DayQuery
day please,DayQuery
what day is this,DayQuery
wht day it it,DayQuery
Do you know what day it is now?,DayQuery
What day it is,DayQuery
let me know the day,DayQuery
current day,DayQuery
Do you know the day,DayQuery
get me the day plz,DayQuery
can you tell me the day,DayQuery
plz tell me the day,DayQuery
is the Monday,DayQuery
is the Monday,DayQuery
is the Tue,DayQuery
is the Wed,DayQuery
is the Thursday,DayQuery
is the Friday,DayQuery
is the Sat,DayQuery
is the Sun,DayQuery
plese get me the day,DayQuery
please tell me the what day it is,DayQuery
What day is today,DayQuery
today is ?,DayQuery
Tell me the day,DayQuery
day please,DayQuery
what day is this,DayQuery
wht day it it,DayQuery
Do you know what day it is now?,DayQuery
What day it is,DayQuery
let me know the day,DayQuery
current day,DayQuery
Do you know the day,DayQuery
get me the day plz,DayQuery
can you tell me the day,DayQuery
plz tell me the day,DayQuery
is the Monday,DayQuery
is the Monday,DayQuery
is the Tue,DayQuery
is the Wed,DayQuery
is the Thursday,DayQuery
is the Friday,DayQuery
is the Sat,DayQuery
is the Sun,DayQuery
plese get me the day,DayQuery
please tell me the what day it is,DayQuery
What day is today,DayQuery
today is ?,DayQuery
Tell me the day,DayQuery
day please,DayQuery
what day is this,DayQuery
wht day it it,DayQuery
Do you know what day it is now?,DayQuery
What day it is,DayQuery
let me know the day,DayQuery
current day,DayQuery
Do you know the day,DayQuery
get me the day plz,DayQuery
can you tell me the day,DayQuery
plz tell me the day,DayQuery
is the Monday,DayQuery
is the Monday,DayQuery
is the Tue,DayQuery
is the Wed,DayQuery
is the Thursday,DayQuery
is the Friday,DayQuery
is the Sat,DayQuery
is the Sun,DayQuery
plese get me the day,DayQuery
please tell me the what day it is,DayQuery
What day is today,DayQuery
today is ?,DayQuery
Tell me the day,DayQuery
day please,DayQuery
what day is this,DayQuery
wht day it it,DayQuery
Do you know what day it is now?,DayQuery
What day it is,DayQuery
let me know the day,DayQuery
current day,DayQuery
Do you know the day,DayQuery
get me the day plz,DayQuery
can you tell me the day,DayQuery
plz tell me the day,DayQuery
is the Monday,DayQuery
is the Monday,DayQuery
is the Tue,DayQuery
is the Wed,DayQuery
is the Thursday,DayQuery
is the Friday,DayQuery
is the Sat,DayQuery
is the Sun,DayQuery
plese get me the day,DayQuery
please tell me the what day it is,DayQuery
What day is today,DayQuery
today is ?,DayQuery
Tell me the day,DayQuery
day please,DayQuery
what day is this,DayQuery
wht day it it,DayQuery
Do you know what day it is now?,DayQuery
What day it is,DayQuery
let me know the day,DayQuery
current day,DayQuery
Do you know the day,DayQuery
get me the day plz,DayQuery
can you tell me the day,DayQuery
plz tell me the day,DayQuery
is the Monday,DayQuery
is the Monday,DayQuery
is the Tue,DayQuery
is the Wed,DayQuery
is the Thursday,DayQuery
is the Friday,DayQuery
is the Sat,DayQuery
is the Sun,DayQuery
plese get me the day,DayQuery
please tell me the what day it is,DayQuery
What day is today,DayQuery
today is ?,DayQuery
Tell me the day,DayQuery
day please,DayQuery
what day is this,DayQuery
wht day it it,DayQuery
Do you know what day it is now?,DayQuery
What day it is,DayQuery
let me know the day,DayQuery
current day,DayQuery
Do you know the day,DayQuery
get me the day plz,DayQuery
can you tell me the day,DayQuery
plz tell me the day,DayQuery
is the Monday,DayQuery
is the Monday,DayQuery
is the Tue,DayQuery
is the Wed,DayQuery
is the Thursday,DayQuery
is the Friday,DayQuery
is the Sat,DayQuery
is the Sun,DayQuery
plese get me the day,DayQuery
please tell me the what day it is,DayQuery
What day is today,DayQuery
today is ?,DayQuery
Tell me the day,DayQuery
day please,DayQuery
what day is this,DayQuery
wht day it it,DayQuery
Do you know what day it is now?,DayQuery
What day it is,DayQuery
let me know the day,DayQuery
current day,DayQuery
Do you know the day,DayQuery
get me the day plz,DayQuery
can you tell me the day,DayQuery
plz tell me the day,DayQuery
is the Monday,DayQuery
is the Monday,DayQuery
is the Tue,DayQuery
is the Wed,DayQuery
is the Thursday,DayQuery
is the Friday,DayQuery
is the Sat,DayQuery
is the Sun,DayQuery
plese get me the day,DayQuery
please tell me the what day it is,DayQuery
What day is today,DayQuery
today is ?,DayQuery
is this noon,TimeQuery
is the 12PM,TimeQuery
is the 8PM,TimeQuery
tell me if you know the time,TimeQuery
"Thanks for asking ,time please",TimeQuery
